fk5;circle(281.615,-2.9675,0.4) # text=HESSJ1846-029
fk5;circle(84,-69.1,0.6) # text=HESSJ0536-691
fk5;circle(87.6692,-32.2712,0.4) # text=HESSJ0550-322
fk5;circle(244.1,-50.9,0.4) # text=HESSJ1616-508
fk5;circle(252.983,-44.0675,0.4) # text=HESSJ1651-440
fk5;circle(276.85,-11.1222,0.4) # text=HESSJ1827-111
fk5;circle(72.3529,-43.8358,0.4) # text=PKS0447-439
fk5;circle(248.74,-47.27,0.4) # text=HESSJ1634-472
fk5;circle(284.296,2.66667,0.4) # text=HESSJ1857+026
fk5;circle(214.51,-60.97,0.4) # text=HESSJ1418-609
fk5;circle(259.53,-38.56,0.4) # text=HESSJ1718-385
fk5;circle(252.075,-46.0714,0.4) # text=HESSJ1648-460
fk5;circle(278.374,-10.5806,0.4) # text=HESSJ1833-105
fk5;circle(169.863,-61.3911,0.4) # text=HESSJ1119-614
fk5;circle(154.7,-58.95,0.4) # text=HESSJ1018-589
fk5;circle(250.18,-46.53,0.4) # text=HESSJ1640-465
fk5;circle(243.58,-51.82,0.4) # text=HESSJ1614-518
fk5;circle(195.705,-63.834,0.4) # text=HESSJ1302-638
fk5;circle(266.422,-29.0061,0.4) # text=HESSJ1745-290
fk5;circle(258.25,-39.75,0.4) # text=HESSJ1713-397
fk5;circle(257.06,-41.08,0.4) # text=HESSJ1708-410
fk5;circle(284.583,2.09,0.4) # text=HESSJ1858+020
fk5;circle(248.04,-47.82,0.4) # text=HESSJ1632-478
fk5;circle(251.308,-46.4997,0.4) # text=HESSJ1644-464
fk5;circle(215.05,-60.7589,0.4) # text=HESSJ1420-607
fk5;circle(216.967,-60.85,0.4) # text=HESSJ1427-608
fk5;circle(272.338,-19.45,0.683333) # text=HESSJ1809-193
fk5;circle(276.51,-13.76,0.4) # text=HESSJ1825-137
fk5;circle(277.436,-10.9042,0.4) # text=HESSJ1829-109
fk5;circle(165.907,-23.4919,0.4) # text=HESSJ1103-234
fk5;circle(281.435,-2.34,0.4) # text=HESSJ1845-023
fk5;circle(277.253,-10.0197,0.4) # text=HESSJ1829-100
fk5;circle(209.015,-64.5353,0.4) # text=HESSJ1356-645
fk5;circle(246.517,-49.0869,0.4) # text=HESSJ1626-490
fk5;circle(269.279,-24.9214,0.4) # text=HESSJ1757-249
fk5;circle(28.1658,1.78861,0.4) # text=HESSJ0152+017
fk5;circle(224.631,-61.0414,0.4) # text=HESSJ1458-610
fk5;circle(271.13,-21.7,0.4) # text=HESSJ1804-216
fk5;circle(287.084,6.25167,0.416667) # text=HESSJ1908+063
fk5;circle(211.505,-61.364,0.4) # text=HESSJ1406-613
fk5;circle(98.2469,5.80033,0.4) # text=HESSJ0632+057
fk5;circle(282.228,-0.0269444,0.4) # text=HESSJ1849-000
fk5;circle(226.774,-62.2386,0.4) # text=HESSJ1507-622
fk5;circle(225.855,-58.26,0.4) # text=HESSJ1503-582
fk5;circle(238.502,-53.1525,0.4) # text=HESSJ1554-531
fk5;circle(260.38,-37.0483,0.4) # text=HESSJ1721-370
fk5;circle(295.512,23.3389,0.4) # text=HESSJ1942+233
fk5;circle(283.074,0.0677778,0.4) # text=HESSJ1852+000
fk5;circle(359.783,-30.6275,0.4) # text=HESSJ2359-306
fk5;circle(278.69,-8.76,0.4) # text=HESSJ1834-087
fk5;circle(280.229,-5.55,0.566667) # text=HESSJ1841-055
fk5;circle(258.49,-38.2,0.4) # text=HESSJ1713-381
fk5;circle(64.218,1.09,0.4) # text=1ES0414+009
fk5;circle(45.860,-24.12,0.4) # text=PKS0301-243
fk5;circle(114.825,1.618,0.4) # text=PKS0736+017
fk5;circle(96.778,-35.488,0.4) # text=PKS0625-354
fk5;circle(152.566,-31.319,0.4) # text=1RXSJ101015.9
fk5;circle(81.259,-69.644,0.4) # text=N132D
fk5;circle(84.0,-67.585,0.4) # text=LMCP3
fk5;circle(229.424,-24.372,0.4) # text=APLib
fk5;circle(228.21,-9.1,0.4) # text=PKS1510-089
